stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
1842,,"WARNER RD & MAPLE",,  33.334496,-111.938507
1843,,"WARNER RD & MCKEMY ST",,  33.334488,-111.949020
1844,,"WARNER RD & PRIEST DR",,  33.334461,-111.962692
1845,,"WASHINGTON ST & 56TH ST",,  33.445000,-111.960297
1849,,"YORKSHIRE DR & 31ST AVE",,  33.662693,-112.125008
1850,,"YORKSHIRE DR & 33RD AVE",,  33.661995,-112.130508
1851,,"YORKSHIRE DR & 35TH AVE",,  33.661793,-112.134209
1852,,"UTOPIA RD -- I-17 FWY & 23RD AVE",,  33.661793,-112.110504
1853,,"YORKSHIRE DR & 27TH AVE",,  33.662495,-112.117508
1856,,"CENTRAL STATION NB LANE STOP 3",,  33.452076,-112.074471
1857,,"DRINKWATER BLVD & 4TH ST",,  33.488796,-111.921783
1858,,"SB N MARSHALL WY NS E 1ST ST E 2ND ST",,  33.491383,-111.928368
1859,,"CIVIC CENTER DR & WARNER RD",,  33.334774,-111.785362
186,,"BROADWAY RD & SUNNYVALE",,  33.408276,-111.714294
1862,,"JACKRABBIT RD & 77TH ST",,  33.516651,-111.915207
1863,,"NORTHERN AVE & 14TH ST --WESTBOUND",,  33.553291,-112.052986
1867,,"VIA DE VENTURA & VIA DE NEGOCIO",,  33.552917,-111.892952
187,,"BROADWAY RD & TERRACE RD",,  33.407383,-111.921997
1879,,"METRO PKWY & CHERYL DR",,  33.576302,-112.124763
188,,"BROADWAY RD & VAL VISTA DR",,  33.407993,-111.752708
1880,,"METRO PKWY & COCHISE DR",,  33.579147,-112.123894
1883,,"111TH AVE & SILVER BELL DR",,  33.607994,-112.298004
1884,,"111TH AVE & TENNESSEE AVE",,  33.599792,-112.298508
1885,,"111TH AVE & HOLLYWOOD AVE",,  33.587299,-112.298653
1886,,"111TH AVE & CHERRY HILLS DR",,  33.598194,-112.298508
1887,,"111TH AVE & CONNECTICUT AVE",,  33.591991,-112.298660
1888,,"111TH AVE & GRAND AVE",,  33.605694,-112.298508
1889,,"111TH AVE & MONTANA AVE",,  33.584000,-112.298691
189,,"BROADWAY RD & WILBUR",,  33.407692,-111.824707
1890,,"111TH AVE & PEORIA AVE",,  33.580292,-112.298637
1891,,"111TH AVE & WINDSOR DR",,  33.602909,-112.298676
1892,,"111TH AVE & YOUNGTOWN AVE",,  33.594803,-112.298683
1893,,"11TH ST & FILLMORE ST",,  33.455032,-112.058899
1894,,"11TH ST & ROOSEVELT ST",,  33.459072,-112.058891
1895,,"11TH ST & VAN BUREN ST",,  33.451660,-112.058907
1896,,"12TH ST & DEVONSHIRE AVE",,  33.497261,-112.056267
1897,,"12TH ST & TURNEY AVE",,  33.499680,-112.056252
1898,,"12TH ST & ALICE AVE",,  33.564285,-112.056572
1899,,"12TH ST & BELMONT AVE",,  33.549553,-112.056458
190,,"BROADWAY RD -- ALPINE & WINDSOR",,  33.408043,-111.775200
1900,,"12TH ST & BETHANY HOME RD",,  33.524055,-112.056175
1901,,"12TH ST & BUTLER DR",,  33.560883,-112.056679
1902,,"12TH ST & CAMELBACK RD",,  33.509750,-112.056198
1903,,"12TH ST & CAMPBELL AVE",,  33.502228,-112.056244
1904,,"12TH ST & CLARENDON AVE",,  33.491394,-112.056274
1905,,"12TH ST & COLTER ST",,  33.513298,-112.056198
1906,,"12TH ST & DUNLAP AVE",,  33.567898,-112.056732
1907,,"12TH ST & GLENDALE AVE",,  33.538692,-112.056206
1908,,"12TH ST & GRISWOLD RD",,  33.557335,-112.056602
1909,,"12TH ST & HIGHLAND AVE",,  33.505825,-112.056221
191,,"BROADWAY RD -- SHANNON DR & PRICE RD",,  33.407421,-111.895340
1910,,"12TH ST & INDIAN SCHOOL RD",,  33.495052,-112.056274
1911,,"12TH ST & MARYLAND AVE",,  33.531208,-112.056175
1912,,"12TH ST & MCDOWELL RD",,  33.466148,-112.056320
1913,,"12TH ST & MISSOURI AVE",,  33.516994,-112.056190
1914,,"12TH ST & MONTEBELLO AVE",,  33.520298,-112.056183
1915,,"12TH ST & MYRTLE AVE",,  33.542000,-112.056290
1916,,"12TH ST & NORTHERN AVE",,  33.553524,-112.056427
1917,,"12TH ST & OAK ST",,  33.473194,-112.056305
1918,,"12TH ST & OCOTILLO RD",,  33.534794,-112.056206
1919,,"12TH ST & OSBORN RD",,  33.487740,-112.056305
192,,"BROADWAY RD -- TERRACE RD & DORSEY LN",,  33.407383,-111.919800
1920,,"12TH ST & PALM LN",,  33.469002,-112.056335
1921,,"12TH ST & ROSE LN",,  33.527515,-112.056160
1922,,"12TH ST & VIRGINIA AVE",,  33.476784,-112.056320
1923,,"12TH ST & WILLETTA ST",,  33.463963,-112.056328
1924,,"12TH ST & THOMAS RD",,  33.479782,-112.056320
1925,,"12TH ST & WAGON WHEEL DR",,  33.546772,-112.056396
1926,,"12TH ST & STATE AVE",,  33.544483,-112.056343
1929,,"15TH AVE & CAMELBACK RD",,  33.509995,-112.091148
193,,"BROADWAY RD & PRICE RD",,  33.407394,-111.892540
1930,,"15TH AVE & CAMPBELL AVE",,  33.502693,-112.091209
1931,,"15TH AVE & CLARENDON AVE",,  33.491695,-112.091248
1932,,"15TH AVE & COCHISE DR",,  33.580494,-112.091209
1933,,"15TH AVE & COLTER ST",,  33.513245,-112.091125
1934,,"15TH AVE & CULVER ST",,  33.462997,-112.091217
1935,,"15TH AVE & VERNON AVE",,  33.473457,-112.091324
1936,,"15TH AVE & PIERCE ST",,  33.456097,-112.091179
1937,,"15TH AVE & GLENROSA AVE",,  33.498993,-112.091209
1938,,"15TH AVE & HATCHER RD",,  33.571716,-112.091125
1939,,"15TH AVE & HIGHLAND AVE",,  33.505993,-112.091179
194,,"BROADWAY RD & WILLIAMS",,  33.407948,-111.794884
1940,,"15TH AVE & INDIAN SCHOOL RD",,  33.495304,-112.091232
1941,,"15TH AVE & MCDOWELL RD",,  33.466496,-112.091316
1943,,"15TH AVE & MOUNTAIN VIEW RD",,  33.575191,-112.091003
1944,,"15TH AVE & OSBORN RD",,  33.487988,-112.091270
1945,,"15TH AVE & PALM LN",,  33.469700,-112.091347
1946,,"15TH AVE & ROOSEVELT ST",,  33.459110,-112.091194
1947,,"15TH AVE & THOMAS RD",,  33.480656,-112.091316
1948,,"15TH AVE & VAN BUREN ST",,  33.451515,-112.091232
1949,,"15TH AVE & WASHINGTON ST",,  33.448494,-112.091316
1950,,"15TH AVE & EARLL DR",,  33.483997,-112.091286
1951,,"15TH AVE & VIRGINA AVE",,  33.476604,-112.091316
1952,,"15TH AVE & BROWN ST",,  33.577293,-112.091194
1953,,"16TH ST & BETHANY HOME RD",,  33.524296,-112.047302
1954,,"16TH ST & CAMBRIDGE AVE",,  33.477795,-112.047508
1955,,"16TH ST & CAMELBACK RD",,  33.509998,-112.047440
1956,,"16TH ST & CAMPBELL AVE",,  33.502693,-112.047310
1957,,"16TH ST & COLTER ST",,  33.513294,-112.047302
1958,,"16TH ST & EARLL DR",,  33.484013,-112.047585
1959,,"16TH ST & VILLA ST",,  33.455196,-112.047508
196,,"BROWN RD & 22ND ST",,  33.437115,-111.783211
1960,,"16TH ST & GLENDALE AVE",,  33.538692,-112.047310
1961,,"16TH ST & GLENROSA AVE",,  33.498695,-112.047310
1962,,"16TH ST & HIGHLAND AVE",,  33.505997,-112.047447
1963,,"16TH ST & INDIAN SCHOOL RD",,  33.495197,-112.047516
1964,,"16TH ST & MARYLAND AVE",,  33.531296,-112.047310
1965,,"16TH ST & MCDOWELL RD",,  33.465897,-112.047592
1966,,"16TH ST & MCKINLEY ST",,  33.456997,-112.047562
1967,,"16TH ST & MEDLOCK DR",,  33.511692,-112.047310
1968,,"16TH ST & MISSOURI AVE",,  33.516800,-112.047455
1969,,"16TH ST & MORTEN AVE",,  33.547794,-112.047508
197,,"BROWN RD & 40TH ST",,  33.437111,-111.744514
1970,,"16TH ST & MYRTLE AVE",,  33.542496,-112.047310
1971,,"16TH ST & OAK ST",,  33.473194,-112.047508
1972,,"16TH ST & OCOTILLO RD",,  33.534992,-112.047302
1973,,"16TH ST & ORANGEWOOD AVE",,  33.545692,-112.047302
1974,,"16TH ST & OSBORN RD",,  33.487793,-112.047508
1975,,"16TH ST & PALM LN",,  33.469704,-112.047577
1976,,"16TH ST & ROOSEVELT ST",,  33.459194,-112.047508
1977,,"16TH ST & ROSE LN",,  33.527695,-112.047310
1978,,"16TH ST & THOMAS RD",,  33.480404,-112.047569
1979,,"16TH ST & VAN BUREN ST",,  33.451694,-112.047508
198,,"BROWN RD & 48TH ST",,  33.437206,-111.727310
1981,,"16TH ST & WHITTON AVE",,  33.489994,-112.047508
1982,,"16TH ST & WILLETTA ST",,  33.463993,-112.047508
1983,,"16TH ST -- BELMONT AVE & WINTER DR",,  33.550648,-112.047813
1984,,"16TH ST & DEVONSHIRE AVE",,  33.496796,-112.047508
1985,,"16TH ST & MONTEBELLO AVE",,  33.519688,-112.047417
1987,,"19TH AVE & CACTUS RD",,  33.597195,-112.099304
1988,,"19TH AVE & GRANADA RD",,  33.468494,-112.099808
1989,,"19TH AVE & JOAN DE ARC AVE",,  33.607716,-112.099472
1991,,"19TH AVE & VIRGINIA AVE",,  33.477295,-112.099808
1993,,"19TH AVE & ADAMS ST",,  33.449696,-112.100075
1994,,"19TH AVE & ANGELA DR",,  33.645710,-112.099648
1995,,"19TH AVE & SR 101 FWY",,  33.670685,-112.099731
1996,,"19TH AVE & BEHREND DR",,  33.666004,-112.099724
1997,,"19TH AVE & BELL RD",,  33.640995,-112.099503
1998,,"19TH AVE & BETHANY HOME RD",,  33.524693,-112.099617
1999,,"19TH AVE & BUTLER DR",,  33.560692,-112.099510
200,,"EB E BROWN RD FS N CENTER ST N PASADENA",,  33.434914,-111.830811
2000,,"19TH AVE & CAMELBACK RD",,  33.509823,-112.099693
2001,,"19TH AVE & CAMPBELL AVE",,  33.502792,-112.099510
2002,,"19TH AVE & CHERYL DR",,  33.579292,-112.099510
2003,,"19TH AVE & CHOLLA ST",,  33.589798,-112.099541
2004,,"19TH AVE & CLARENDON AVE",,  33.491493,-112.099808
2005,,"19TH AVE & COLTER ST",,  33.513508,-112.099617
2006,,"19TH AVE & CULVER ST",,  33.463394,-112.099915
2007,,"19TH AVE & DESERT COVE AVE",,  33.586292,-112.099503
2008,,"19TH AVE & DUNLAP AVE",,  33.568008,-112.099556
2009,,"19TH AVE & EL CAMINITO DR",,  33.558334,-112.099586
201,,"BROWN RD & COUNTRY CLUB DR",,  33.435043,-111.839203
2010,,"19TH AVE & ELM ST",,  33.507195,-112.099709
2011,,"19TH AVE & ENCANTO BLVD",,  33.473694,-112.099709
2012,,"19TH AVE & EVANS DR",,  33.618317,-112.099541
2013,,"19TH AVE & FRIER DR",,  33.549797,-112.099571
2015,,"19TH AVE & GLENDALE AVE",,  33.539196,-112.099495
2016,,"19TH AVE & GREENWAY PKWY",,  33.626194,-112.099510
2017,,"19TH AVE & GROVERS AVE",,  33.647694,-112.099510
2018,,"19TH AVE & HATCHER RD",,  33.572796,-112.099510
2019,,"19TH AVE & HEATHERBRAE DR",,  33.498692,-112.099709
202,,"BROWN RD & CRESTON",,  33.437210,-111.761719
2020,,"19TH AVE & INDIAN SCHOOL RD",,  33.495712,-112.099808
2021,,"19TH AVE & LINDEN RD",,  33.459793,-112.099808
2022,,"19TH AVE & MARYLAND AVE",,  33.531994,-112.099503
2023,,"19TH AVE & MCDOWELL RD",,  33.466698,-112.099861
2024,,"19TH AVE & MICHIGAN AVE",,  33.651329,-112.099648
2025,,"19TH AVE & MISSOURI AVE",,  33.517826,-112.099510
2026,,"19TH AVE & MOHAWK LN",,  33.673225,-112.099754
2027,,"19TH AVE & MONTE VISTA RD",,  33.471294,-112.099808
2028,,"19TH AVE & MONTEBELLO AVE",,  33.520042,-112.099503
2029,,"19TH AVE & MYRTLE AVE",,  33.542500,-112.099518
203,,"BROWN RD & GAYLORD",,  33.437119,-111.778191
2030,,"19TH AVE & NORTHERN AVE",,  33.553299,-112.099571
2031,,"19TH AVE & ORANGEWOOD AVE",,  33.546131,-112.099548
2032,,"19TH AVE & OSBORN RD",,  33.487995,-112.099709
2033,,"19TH AVE & PEORIA AVE",,  33.582493,-112.099510
2034,,"19TH AVE & PHELPS RD",,  33.637192,-112.099503
2035,,"19TH AVE & ROSE GARDEN LN",,  33.676994,-112.099777
2036,,"19TH AVE & ROSE LN",,  33.528000,-112.099586
2037,,"19TH AVE & SUNNYSIDE DR",,  33.593292,-112.099510
2038,,"19TH AVE & THOMAS RD",,  33.481194,-112.099808
2039,,"19TH AVE & THUNDERBIRD RD",,  33.611805,-112.099571
204,,"BROWN RD & GILBERT RD",,  33.437122,-111.787621
2040,,"19TH AVE & TIERRA BUENA LN",,  33.629795,-112.099503
2041,,"19TH AVE & TUCKEY LN",,  33.534794,-112.099548
2042,,"19TH AVE & UNION HILLS DR",,  33.655201,-112.099648
2043,,"19TH AVE & UTOPIA RD",,  33.662266,-112.099701
2044,,"19TH AVE & VAN BUREN ST",,  33.451694,-112.100006
2045,,"19TH AVE & MOUNTAIN VIEW RD",,  33.575493,-112.099503
2046,,"19TH AVE & WESCOTT DR",,  33.658695,-112.099678
2047,,"19TH AVE -- BELL RD & VILLAGE DR",,  33.643993,-112.099503
2048,,"19TH AVE -- THUNDERBIRD RD & EVANS DR",,  33.615326,-112.099571
2049,,"19TH AVE & ALICE AVE",,  33.564289,-112.099548
205,,"BROWN RD & GRAND",,  33.435036,-111.835342
2051,,"19TH AVE & GLENDALE AVE",,  33.537800,-112.099495
2052,,"19TH AVE & SUNNYSLOPE LN",,  33.569492,-112.099503
2055,,"19TH AVE & FILLMORE ST",,  33.454494,-112.099808
2056,,"19TH AVE & SWEETWATER AVE",,  33.604195,-112.099510
206,,"BROWN RD & GREENFIELD RD",,  33.437160,-111.735703
2062,,"23RD AVE & BEARDSLEY RD",,  33.669792,-112.108505
2064,,"23RD AVE & MARCO POLO RD",,  33.666698,-112.108551
2065,,"24TH ST & VAN BUREN ST",,  33.451794,-112.030006
2066,,"24TH ST & MONTEBELLO AVE",,  33.520206,-112.030083
2067,,"24TH ST & TAYLOR ST",,  33.454193,-112.030006
2069,,"24TH ST & CAMELBACK RD",,  33.509991,-112.030098
207,,"BROWN RD & LINDSAY RD",,  33.437141,-111.770309
2070,,"24TH ST & CAMPBELL AVE",,  33.502491,-112.030006
2071,,"24TH ST & CHEERY LYNN RD",,  33.485195,-112.030006
2073,,"24TH ST & CLARENDON AVE",,  33.491493,-112.030006
2075,,"24TH ST & GLENROSA AVE",,  33.498695,-112.030006
2076,,"24TH ST & HIGHLAND AVE",,  33.505993,-112.030006
2077,,"24TH ST & INDIAN SCHOOL RD",,  33.495186,-112.030113
2078,,"24TH ST & MCDOWELL RD",,  33.466206,-112.030190
2079,,"24TH ST & MISSOURI AVE",,  33.516796,-112.030136
208,,"BROWN RD & MIRA MAR CIR",,  33.437222,-111.756813
2081,,"24TH ST & OAK ST",,  33.473495,-112.030006
2082,,"24TH ST & OSBORN RD",,  33.487995,-112.030006
2083,,"24TH ST & PIERCE ST",,  33.456791,-112.030006
2084,,"24TH ST & PINCHOT AVE",,  33.482796,-112.030006
2085,,"24TH ST & ROOSEVELT ST",,  33.458992,-112.030006
2087,,"24TH ST & THOMAS RD",,  33.480694,-112.030006
2088,,"24TH ST & YALE ST",,  33.475994,-112.030006
2089,,"24TH ST -- ARIZONA BILTMORE CIR & LINCOL",,  33.529293,-112.028206
209,,"BROWN RD & NEW HAVEN",,  33.437172,-111.741211
2090,,"24TH ST & COLTER ST",,  33.513405,-112.030075
2091,,"24TH ST & ARIZONA BILTMORE CIR",,  33.525192,-112.029709
2092,,"24TH ST & WILLETTA ST",,  33.463623,-112.030167
2093,,"24TH ST & HUBBELL ST",,  33.470032,-112.030159
2099,,"27TH AVE & WELDON AVE",,  33.490993,-112.116806
21,,"ALAMEDA DR & COLLEGE AVE",,  33.400116,-111.934509
210,,"BROWN RD & DATE",,  33.435009,-111.842506
2100,,"27TH AVE & BETHANY HOME RD",,  33.524700,-112.116806
2101,,"27TH AVE & CAMELBACK RD",,  33.509796,-112.116806
2102,,"27TH AVE & CAMPBELL AVE",,  33.502499,-112.116959
2103,,"27TH AVE & CLAREMONT ST",,  33.528992,-112.116707
2104,,"27TH AVE & COLTER ST",,  33.513493,-112.116806
2105,,"27TH AVE & EARLL DR",,  33.484291,-112.116806
2106,,"27TH AVE & ENCANTO BLVD",,  33.473644,-112.116882
2107,,"27TH AVE & GLENDALE AVE",,  33.538994,-112.116806
2108,,"27TH AVE & GLENROSA AVE",,  33.498795,-112.116806
2109,,"27TH AVE & HIGHLAND AVE",,  33.506195,-112.116806
211,,"EB E BROWN RD FS N PASADENA N MESA DR",,  33.434917,-111.826721
2110,,"27TH AVE & INDIAN SCHOOL RD",,  33.495300,-112.116974
2111,,"27TH AVE & MARYLAND AVE",,  33.531792,-112.116806
2112,,"27TH AVE & MCDOWELL RD",,  33.466202,-112.117035
2113,,"27TH AVE & MISSOURI AVE",,  33.517193,-112.116806
2114,,"27TH AVE & MONTEBELLO AVE",,  33.520695,-112.116806
2115,,"27TH AVE & MYRTLE AVE",,  33.542496,-112.116806
2116,,"27TH AVE & NORTHERN AVE",,  33.553493,-112.116806
2117,,"27TH AVE & ORANGEWOOD AVE",,  33.546192,-112.116806
2118,,"27TH AVE & OSBORN RD",,  33.488194,-112.116806
2119,,"27TH AVE & PALM LN",,  33.469994,-112.117004
2120,,"27TH AVE & THOMAS RD",,  33.480995,-112.116806
2121,,"27TH AVE & VAN BUREN ST",,  33.451492,-112.117310
2122,,"27TH AVE & VIRGINIA AVE",,  33.477291,-112.116806
2123,,"27TH AVE & I-10 FWY",,  33.463360,-112.117119
2124,,"27TH AVE & ADAMS ST",,  33.449692,-112.117310
2125,,"27TH AVE & BELMONT AVE",,  33.549694,-112.116806
2126,,"27TH AVE & FILLMORE ST",,  33.455193,-112.117210
2127,,"27TH AVE & GRISWOLD RD",,  33.557194,-112.116806
2128,,"27TH AVE & ROOSEVELT ST",,  33.459293,-112.117210
2129,,"27TH AVE & OCOTILLO RD",,  33.534695,-112.116806
213,,"BROWN RD & QUAIL",,  33.437206,-111.729706
2130,,"28TH AVE & KATHLEEN RD",,  33.630375,-112.117958
2131,,"28TH AVE & 29TH AVE",,  33.628811,-112.117828
2132,,"28TH AVE & KELTON LN",,  33.635494,-112.118637
2133,,"28TH DR & CACTUS RD",,  33.596794,-112.120010
2134,,"28TH DR & LARKSPUR DR",,  33.600292,-112.119507
2135,,"28TH DR & LAUREL LN",,  33.594303,-112.119949
2136,,"28TH DR & PEORIA AVE",,  33.582294,-112.122009
2137,,"28TH DR & 11439 N",,  33.591808,-112.118958
2138,,"28TH DR & WINDROSE DR",,  33.602299,-112.119659
2139,,"NBD 28TH DR FS MERCER LN",,  33.585285,-112.121994
214,,"BROWN RD & ROCHESTER",,  33.437214,-111.724709
215,,"BROWN RD & VAL VISTA DR",,  33.437176,-111.752815
2151,,"29TH AVE & PHELPS RD",,  33.637493,-112.121010
2152,,"29TH AVE & BANFF LN",,  33.620991,-112.120209
2153,,"29TH AVE & COUNTRY GABLES DR",,  33.619495,-112.120651
2154,,"29TH AVE & DUNLAP AVE",,  33.568783,-112.120796
2157,,"29TH AVE & GREENWAY RD",,  33.625126,-112.120239
216,,"EB E BROWN RD FS N GRAND COURT N MESA DR",,  33.435467,-111.823761
2160,,"31ST AVE & WILLOW AVE",,  33.607292,-112.125008
2161,,"31ST AVE & ACOMA DR",,  33.617794,-112.125008
2166,,"31ST AVE & HEARN RD",,  33.614792,-112.125008
2169,,"31ST AVE & SWEETWATER AVE",,  33.603992,-112.125206
217,,"BROWN RD -- ROSEMONT & HIGLEY RD",,  33.437210,-111.720810
2171,,"31ST AVE & CALAVAR RD",,  33.611691,-112.125008
2173,,"32ND ST & BELLEVIEW ST",,  33.462997,-112.012810
2174,,"32ND ST & CHERYL DR",,  33.579201,-112.012962
2176,,"32ND ST & ACOMA DR",,  33.619194,-112.013206
2177,,"32ND ST & AIRE LIBRE AVE",,  33.637199,-112.013412
2178,,"32ND ST & BELL RD",,  33.640991,-112.013435
2179,,"32ND ST & CACTUS RD",,  33.597298,-112.013062
218,,"BROWN RD & CENTER ST",,  33.434868,-111.831848
2180,,"32ND ST & CAMPO BELLO DR",,  33.644493,-112.013458
2181,,"32ND ST & CHOLLA ST",,  33.590202,-112.013023
2182,,"32ND ST & CLARENDON AVE",,  33.491993,-112.012802
2183,,"32ND ST & EARLL DR",,  33.484695,-112.012810
2184,,"32ND ST & EMILE ZOLA AVE",,  33.608196,-112.013176
2185,,"32ND ST & GLENROSA AVE",,  33.499191,-112.012810
2186,,"32ND ST & GREENWAY RD",,  33.626492,-112.013290
2187,,"32ND ST & GROVERS AVE",,  33.648788,-112.013496
2188,,"32ND ST & HEARN RD",,  33.615292,-112.013206
2189,,"32ND ST & INDIAN SCHOOL RD",,  33.495499,-112.012871
219,,"BUCKEYE RD & 9TH ST",,  33.436695,-112.061203
2190,,"32ND ST & MCDOWELL RD",,  33.466007,-112.012825
2192,,"32ND ST & NISBET RD",,  33.622997,-112.013268
2193,,"32ND ST & OAK ST",,  33.473694,-112.012711
2194,,"32ND ST & OSBORN RD",,  33.488293,-112.012802
2195,,"32ND ST & PALM LN",,  33.469559,-112.012817
2196,,"32ND ST & PARADISE LN",,  33.633995,-112.013397
2197,,"32ND ST & ROOSEVELT ST",,  33.458809,-112.012848
2199,,"32ND ST & SWEETWATER AVE",,  33.604694,-112.013145
22,,"ALAMEDA DR & MILL AVE",,  33.400047,-111.938705
220,,"BUCKEYE RD & 11TH ST",,  33.436695,-112.058205
2200,,"32ND ST & THOMAS RD",,  33.480793,-112.012703
2201,,"32ND ST & THUNDERBIRD RD",,  33.611992,-112.013176
2202,,"32ND ST & TIERRA BUENA LN",,  33.630295,-112.013336
2204,,"32ND ST & YALE ST",,  33.476292,-112.012703
2207,,"32ND ST & LARKSPUR DR",,  33.600697,-112.013107
2208,,"32ND ST & SHEA BLVD",,  33.581291,-112.012970
221,,"BUCKEYE RD & 14TH ST",,  33.436695,-112.051506
2211,,"35TH AVE & COLTER ST",,  33.513191,-112.134003
2212,,"35TH AVE & MINTON RD",,  33.380695,-112.133675
2213,,"35TH AVE & ROESER RD",,  33.399704,-112.133568
2214,,"35TH AVE & MONTEROSA AVE",,  33.496586,-112.134171
2215,,"35TH AVE & WILLOW AVE",,  33.606808,-112.133759
2216,,"35TH AVE & AIRE AVE",,  33.635994,-112.133804
2217,,"35TH AVE & ALICE AVE",,  33.564194,-112.134003
2218,,"35TH AVE & BASELINE RD",,  33.377995,-112.133705
2219,,"35TH AVE & BELL RD",,  33.639793,-112.134201
222,,"BUCKEYE RD & 16TH ST",,  33.436714,-112.047577
2220,,"35TH AVE & BETHANY HOME RD",,  33.524799,-112.134186
2221,,"35TH AVE & BEVERLY LN",,  33.632992,-112.133507
2222,,"35TH AVE & BLOOMFIELD RD",,  33.598923,-112.133827
2223,,"35TH AVE & BUTLER DR",,  33.560692,-112.134148
2224,,"35TH AVE & CACTUS RD",,  33.596813,-112.133858
2225,,"35TH AVE & CAMELBACK RD",,  33.509716,-112.134109
2226,,"35TH AVE & CAMPBELL AVE",,  33.502495,-112.134003
2227,,"35TH AVE & CAMPO BELLO DR",,  33.643307,-112.134270
2228,,"35TH AVE & CHERYL DR",,  33.578987,-112.134003
2229,,"35TH AVE & CHOLLA ST",,  33.589211,-112.133949
223,,"BUCKEYE RD & 24TH ST",,  33.436703,-112.034035
2230,,"35TH AVE & CLARENDON AVE",,  33.492496,-112.134209
2231,,"35TH AVE & COUNTRY GABLES DR",,  33.622494,-112.133507
2232,,"35TH AVE & DUNLAP AVE",,  33.567993,-112.134003
2233,,"35TH AVE & EARLL DR",,  33.484196,-112.134270
2234,,"35TH AVE & EL CAMINO DR",,  33.557293,-112.134010
2235,,"35TH AVE & ELM ST",,  33.506493,-112.134003
2236,,"35TH AVE & ENCANTO BLVD",,  33.473492,-112.134308
2237,,"35TH AVE & EVA ST",,  33.570992,-112.134003
2238,,"35TH AVE & FILLMORE ST",,  33.455692,-112.134209
2239,,"35TH AVE & GLENDALE AVE",,  33.538795,-112.134010
224,,"BUCKEYE RD & COPPERHEAD DR",,  33.436672,-112.029503
2240,,"35TH AVE & GLENROSA AVE",,  33.498795,-112.134163
2241,,"35TH AVE & GREENWAY RD",,  33.625793,-112.133507
2242,,"35TH AVE & HEARN RD",,  33.614716,-112.133690
2243,,"35TH AVE & MALAPAI DR",,  33.575542,-112.134102
2244,,"35TH AVE & MCDOWELL RD",,  33.466293,-112.134399
2245,,"35TH AVE & MISSOURI AVE",,  33.517193,-112.134003
2246,,"35TH AVE & MONTEBELLO AVE",,  33.520546,-112.134171
2247,,"35TH AVE & MYRTLE AVE",,  33.542492,-112.134209
2248,,"35TH AVE & NORTHERN AVE",,  33.553692,-112.134003
2249,,"35TH AVE & OCOTILLO RD",,  33.535194,-112.134201
225,,"BUCKEYE RD & 26TH ST",,  33.436649,-112.025307
2250,,"35TH AVE & ORANGEWOOD AVE",,  33.546295,-112.134003
2251,,"35TH AVE & OSBORN RD",,  33.488197,-112.134254
2252,,"35TH AVE & PALM LN",,  33.469696,-112.134308
2253,,"35TH AVE & PEORIA AVE",,  33.582317,-112.133987
2254,,"35TH AVE & ROOSEVELT ST",,  33.458996,-112.134308
2255,,"35TH AVE & ROSE LN",,  33.527996,-112.134193
2256,,"35TH AVE & SOUTHERN AVE",,  33.392792,-112.133507
2257,,"35TH AVE & SUNNYSIDE DR",,  33.593193,-112.133804
2258,,"35TH AVE & SWEETWATER AVE",,  33.603992,-112.133705
2259,,"35TH AVE & THOMAS RD",,  33.481194,-112.134209
226,,"BUCKEYE RD & 5TH ST",,  33.436691,-112.066704
2260,,"35TH AVE & THUNDERBIRD RD",,  33.611198,-112.133682
2261,,"35TH AVE & TIERRA BUENA LN",,  33.628994,-112.133507
2262,,"35TH AVE & UNION HILLS DR",,  33.654991,-112.134308
2263,,"35TH AVE & VAN BUREN ST",,  33.451786,-112.134384
2264,,"35TH AVE & VIRGINIA AVE",,  33.477295,-112.134209
2265,,"35TH AVE & WASHINGTON ST",,  33.447895,-112.134354
2266,,"35TH AVE & FRIER DR",,  33.549492,-112.134209
2267,,"35TH AVE & MORELAND ST",,  33.461746,-112.134415
2268,,"35TH AVE & SUNLAND AVE",,  33.396194,-112.133507
227,,"BUCKEYE RD & 7TH ST",,  33.436691,-112.064308
2270,,"35TH AVE & ACOMA DR",,  33.618340,-112.133652
2271,,"35TH AVE & GROVERS AVE",,  33.647793,-112.134308
2272,,"35TH AVE & KIMBERLY WY",,  33.657993,-112.134308
2273,,"35TH AVE & MARYLAND AVE",,  33.531815,-112.134193
2274,,"35TH AVE & DESERT COVE AVE",,  33.584991,-112.134003
2275,,"35TH AVE & VILLA RITA DR",,  33.650494,-112.134308
228,,"BUCKEYE RD & SKY HARBOR CIR",,  33.436699,-112.042709
229,,"BUCKEYE RD & 13TH ST",,  33.436691,-112.054810
2296,,"3RD ST & EVA ST",,  33.569687,-112.069450
2297,,"3RD ST & MORELAND ST",,  33.461414,-112.069298
2298,,"3RD ST & ROOSEVELT ST",,  33.459011,-112.069153
2299,,"40TH ST & EDNA AVE",,  33.637295,-111.996010
230,,"BUCKEYE RD & I-10 FWY",,  33.436619,-112.040291
2300,,"40TH ST & TIERRA BUENA LN",,  33.630192,-111.995804
2301,,"40TH ST & ACOMA DR",,  33.619694,-111.995804
2302,,"40TH ST & BELL RD",,  33.640995,-111.996010
2305,,"40TH ST & DANBURY DR",,  33.644505,-111.996109
2306,,"40TH ST & GREENWAY RD",,  33.626995,-111.995804
